student_id,total_score_a,total_score_b,grade
2481,88.5,88.5,A
2482,100,100,A
2483,100,100,A
2484,82,82,B
2485,81.2,81.2,B
2486,100,100,A
2487,95,95,A
2488,87.5,87.5,A
2489,95,95,A
2490,61.9,61.9,C
2491,78.3,78.3,B
2492,73.3,73.3,B
2493,94.1,94.1,A
2494,100,100,A
2495,72.9,72.9,B
2496,100,100,A
2497,97.9,97.9,A
2498,85.8,85.8,A
2499,100,100,A
2500,98,98,A
